id,ActivityDate,TotalSteps,Calories,TotalActiveMinutes,day_of_week
5553957443,2016-05-04,4249,1698,224,Wednesday
5553957443,2016-05-05,14331,2156,314,Thursday
5553957443,2016-05-06,9632,1916,259,Friday
5553957443,2016-05-07,1868,1494,96,Saturday
5553957443,2016-05-08,6083,1762,221,Sunday
5553957443,2016-05-09,11611,2272,332,Monday
5553957443,2016-05-10,16358,2335,366,Tuesday
5553957443,2016-05-11,4926,1693,195,Wednesday
5553957443,2016-05-12,3121,741,62,Thursday
5577150313,2016-04-12,8135,3405,242,Tuesday
5577150313,2016-04-13,5077,2551,170,Wednesday
5577150313,2016-04-14,8596,4022,324,Thursday
5577150313,2016-04-15,12087,4005,368,Friday
5577150313,2016-04-16,14269,4274,398,Saturday
5577150313,2016-04-17,12231,4552,396,Sunday
5577150313,2016-04-18,9893,3625,276,Monday
5577150313,2016-04-19,12574,3501,242,Tuesday
5577150313,2016-04-20,8330,3192,216,Wednesday
5577150313,2016-04-21,10830,4018,359,Thursday
5577150313,2016-04-22,9172,3329,292,Friday
5577150313,2016-04-23,7638,3152,271,Saturday
5577150313,2016-04-24,15764,4392,416,Sunday
5577150313,2016-04-25,6393,3374,313,Monday
5577150313,2016-04-26,5325,3088,251,Tuesday
5577150313,2016-04-27,6805,3294,269,Wednesday
5577150313,2016-04-28,9841,3580,291,Thursday
5577150313,2016-04-29,7924,3544,298,Friday
5577150313,2016-04-30,12363,4501,415,Saturday
5577150313,2016-05-01,13368,4546,444,Sunday
5577150313,2016-05-02,7439,3014,292,Monday
5577150313,2016-05-03,11045,3795,317,Tuesday
5577150313,2016-05-04,5206,2755,175,Wednesday
5577150313,2016-05-05,7550,3004,209,Thursday
5577150313,2016-05-06,4950,2643,136,Friday
5577150313,2016-05-07,0,1819,0,Saturday
5577150313,2016-05-08,0,1819,0,Sunday
5577150313,2016-05-09,3421,2489,115,Monday
5577150313,2016-05-10,8869,3841,335,Tuesday
5577150313,2016-05-11,4038,1665,123,Wednesday
6117666160,2016-04-12,0,1496,0,Tuesday
6117666160,2016-04-13,0,1496,0,Wednesday
6117666160,2016-04-14,0,1496,0,Thursday
6117666160,2016-04-15,14019,2865,519,Friday
6117666160,2016-04-16,14450,2828,540,Saturday
6117666160,2016-04-17,7150,2225,312,Sunday
6117666160,2016-04-18,5153,2018,241,Monday
6117666160,2016-04-19,11135,2606,480,Tuesday
6117666160,2016-04-20,10449,2536,385,Wednesday
6117666160,2016-04-21,19542,4900,324,Thursday
6117666160,2016-04-22,8206,2409,402,Friday
6117666160,2016-04-23,11495,2651,512,Saturday
6117666160,2016-04-24,7623,2305,362,Sunday
6117666160,2016-04-25,0,1497,0,Monday
6117666160,2016-04-26,9543,2450,359,Tuesday
6117666160,2016-04-27,9411,2576,458,Wednesday
6117666160,2016-04-28,3403,1879,141,Thursday
6117666160,2016-04-29,9592,2560,461,Friday
6117666160,2016-04-30,6987,2275,343,Saturday
6117666160,2016-05-01,8915,2361,397,Sunday
6117666160,2016-05-02,4933,2044,236,Monday
6117666160,2016-05-03,0,1496,0,Tuesday
6117666160,2016-05-04,2997,1902,156,Wednesday
6117666160,2016-05-05,9799,2636,487,Thursday
6117666160,2016-05-06,3365,1838,133,Friday
6117666160,2016-05-07,7336,2469,412,Saturday
6117666160,2016-05-08,7328,2250,318,Sunday
6117666160,2016-05-09,4477,1248,197,Monday
6290855005,2016-04-12,4562,2560,199,Tuesday
6290855005,2016-04-13,7142,2905,350,Wednesday
6290855005,2016-04-14,7671,2952,363,Thursday
6290855005,2016-04-15,9501,2896,328,Friday
6290855005,2016-04-16,8301,2783,258,Saturday
6290855005,2016-04-17,7851,3171,268,Sunday
6290855005,2016-04-18,6885,2766,271,Monday
6290855005,2016-04-19,7142,2839,321,Tuesday
6290855005,2016-04-20,6361,2701,258,Wednesday
6290855005,2016-04-21,0,2060,0,Thursday
6290855005,2016-04-22,6238,2796,302,Friday
6290855005,2016-04-23,0,2664,33,Saturday
6290855005,2016-04-24,5896,2703,258,Sunday
6290855005,2016-04-25,7802,2771,260,Monday
6290855005,2016-04-26,0,2060,0,Tuesday
6290855005,2016-04-27,5565,2743,287,Wednesday
6290855005,2016-04-28,5731,2687,255,Thursday
6290855005,2016-04-29,0,2060,0,Friday
6290855005,2016-04-30,6744,2843,324,Saturday
6290855005,2016-05-01,9837,3327,385,Sunday
6290855005,2016-05-02,6781,2725,268,Monday
6290855005,2016-05-03,6047,2671,240,Tuesday
6290855005,2016-05-04,5832,2718,272,Wednesday
6290855005,2016-05-05,6339,2682,239,Thursday
6290855005,2016-05-06,6116,2806,305,Friday
6290855005,2016-05-07,5510,2613,227,Saturday
6290855005,2016-05-08,7706,2712,251,Sunday
6290855005,2016-05-09,6277,2175,264,Monday
6290855005,2016-05-10,0,0,0,Tuesday
6775888955,2016-04-12,0,1841,0,Tuesday
6775888955,2016-04-13,4053,2400,120,Wednesday
6775888955,2016-04-14,5162,2507,143,Thursday
6775888955,2016-04-15,1282,2127,58,Friday
6775888955,2016-04-16,4732,2225,63,Saturday
6775888955,2016-04-17,2497,2067,48,Sunday
6775888955,2016-04-18,8294,2798,207,Monday
6775888955,2016-04-19,0,1841,0,Tuesday
6775888955,2016-04-20,10771,3727,361,Wednesday
6775888955,2016-04-21,0,1841,0,Thursday
6775888955,2016-04-22,637,1922,20,Friday
6775888955,2016-04-23,0,1841,0,Saturday
6775888955,2016-04-24,2153,2053,40,Sunday
6775888955,2016-04-25,6474,2484,138,Monday
6775888955,2016-04-26,7091,2584,119,Tuesday
6775888955,2016-04-27,0,1841,0,Wednesday
6775888955,2016-04-28,703,1993,30,Thursday
6775888955,2016-04-29,0,1841,0,Friday
6775888955,2016-04-30,2503,2280,96,Saturday
6775888955,2016-05-01,2487,2319,93,Sunday
6775888955,2016-05-02,0,1841,0,Monday
6775888955,2016-05-03,9,1843,1,Tuesday
6775888955,2016-05-04,0,1841,0,Wednesday
6775888955,2016-05-05,0,1841,0,Thursday
6775888955,2016-05-06,4697,2496,122,Friday
6775888955,2016-05-07,1967,1032,56,Saturday
6962181067,2016-04-12,10199,1994,253,Tuesday
6962181067,2016-04-13,5652,1718,174,Wednesday
6962181067,2016-04-14,1551,1466,86,Thursday
6962181067,2016-04-15,5563,1756,217,Friday
6962181067,2016-04-16,13217,2173,333,Saturday
6962181067,2016-04-17,10145,2027,313,Sunday
6962181067,2016-04-18,11404,2039,293,Monday
6962181067,2016-04-19,10742,2046,271,Tuesday
6962181067,2016-04-20,13928,2174,349,Wednesday
6962181067,2016-04-21,11835,2179,294,Thursday
6962181067,2016-04-22,10725,2086,303,Friday
6962181067,2016-04-23,20031,2571,446,Saturday
6962181067,2016-04-24,5029,1705,199,Sunday
6962181067,2016-04-25,13239,2194,348,Monday
6962181067,2016-04-26,10433,2012,297,Tuesday
6962181067,2016-04-27,10320,2034,324,Wednesday
6962181067,2016-04-28,12627,2182,334,Thursday
6962181067,2016-04-29,10762,2254,396,Friday
6962181067,2016-04-30,10081,2002,285,Saturday
6962181067,2016-05-01,5454,1740,215,Sunday
6962181067,2016-05-02,12912,2162,370,Monday
6962181067,2016-05-03,12109,2072,324,Tuesday
6962181067,2016-05-04,10147,2086,335,Wednesday
6962181067,2016-05-05,10524,2066,341,Thursday
6962181067,2016-05-06,5908,1850,299,Friday
6962181067,2016-05-07,6815,1947,328,Saturday
6962181067,2016-05-08,4188,1659,165,Sunday
6962181067,2016-05-09,12342,2105,295,Monday
6962181067,2016-05-10,15448,2361,371,Tuesday
6962181067,2016-05-11,6722,1855,230,Wednesday
6962181067,2016-05-12,3587,928,113,Thursday
7007744171,2016-04-12,14172,2937,416,Tuesday
7007744171,2016-04-13,12862,2742,339,Wednesday
7007744171,2016-04-14,11179,2668,344,Thursday
7007744171,2016-04-15,5273,2098,202,Friday
7007744171,2016-04-16,4631,2076,203,Saturday
7007744171,2016-04-17,8059,2383,305,Sunday
7007744171,2016-04-18,14816,2832,363,Monday
7007744171,2016-04-19,14194,2812,374,Tuesday
7007744171,2016-04-20,15566,3096,440,Wednesday
7007744171,2016-04-21,13744,2763,391,Thursday
7007744171,2016-04-22,15299,2889,375,Friday
7007744171,2016-04-23,8093,2284,250,Saturday
7007744171,2016-04-24,11085,2667,419,Sunday
7007744171,2016-04-25,18229,3055,454,Monday
7007744171,2016-04-26,15090,2939,462,Tuesday
7007744171,2016-04-27,13541,2830,399,Wednesday
7007744171,2016-04-28,15128,2836,433,Thursday
7007744171,2016-04-29,20067,3180,479,Friday
7007744171,2016-04-30,3761,2051,200,Saturday
7007744171,2016-05-01,5600,2225,237,Sunday
7007744171,2016-05-02,13041,2642,328,Monday
7007744171,2016-05-03,14510,2976,419,Tuesday
7007744171,2016-05-04,0,1557,0,Wednesday
7007744171,2016-05-05,15010,2933,393,Thursday
7007744171,2016-05-06,11459,2553,304,Friday
7007744171,2016-05-07,0,120,0,Saturday
7086361926,2016-04-12,11317,2772,218,Tuesday
7086361926,2016-04-13,5813,2516,212,Wednesday
7086361926,2016-04-14,9123,2734,256,Thursday
7086361926,2016-04-15,8585,2395,190,Friday
7086361926,2016-04-16,31,1635,3,Saturday
7086361926,2016-04-17,0,1629,0,Sunday
7086361926,2016-04-18,9827,2743,226,Monday
7086361926,2016-04-19,10688,2944,260,Tuesday
7086361926,2016-04-20,14365,2997,245,Wednesday
7086361926,2016-04-21,9469,2463,231,Thursday
7086361926,2016-04-22,9753,2846,270,Friday
7086361926,2016-04-23,2817,1965,90,Saturday
7086361926,2016-04-24,3520,2049,125,Sunday
7086361926,2016-04-25,10091,2752,237,Monday
7086361926,2016-04-26,10387,2781,235,Tuesday
7086361926,2016-04-27,11107,2693,206,Wednesday
7086361926,2016-04-28,11584,2862,263,Thursday
7086361926,2016-04-29,7881,2616,242,Friday
7086361926,2016-04-30,14560,2995,367,Saturday
7086361926,2016-05-01,12390,2730,303,Sunday
7086361926,2016-05-02,10052,2754,231,Monday
7086361926,2016-05-03,10288,2754,245,Tuesday
7086361926,2016-05-04,10988,2655,192,Wednesday
7086361926,2016-05-05,8564,2386,187,Thursday
7086361926,2016-05-06,12461,2924,273,Friday
7086361926,2016-05-07,12827,2739,271,Saturday
7086361926,2016-05-08,10677,2534,206,Sunday
7086361926,2016-05-09,13566,2960,288,Monday
7086361926,2016-05-10,14433,2800,201,Tuesday
7086361926,2016-05-11,9572,2735,225,Wednesday
7086361926,2016-05-12,3789,1199,67,Thursday
8053475328,2016-04-12,18060,3186,247,Tuesday
8053475328,2016-04-13,16433,3140,263,Wednesday
8053475328,2016-04-14,20159,3411,317,Thursday
8053475328,2016-04-15,20669,3410,298,Friday
8053475328,2016-04-16,14549,2867,185,Saturday
8053475328,2016-04-17,18827,3213,327,Sunday
8053475328,2016-04-18,17076,3133,303,Monday
8053475328,2016-04-19,15929,3114,288,Tuesday
8053475328,2016-04-20,15108,3043,252,Wednesday
8053475328,2016-04-21,16057,3103,276,Thursday
8053475328,2016-04-22,10520,2655,180,Friday
8053475328,2016-04-23,22359,3554,362,Saturday
8053475328,2016-04-24,22988,3577,344,Sunday
8053475328,2016-04-25,20500,3403,336,Monday
8053475328,2016-04-26,12685,2846,258,Tuesday
8053475328,2016-04-27,12422,2852,253,Wednesday
8053475328,2016-04-28,15447,3062,252,Thursday
8053475328,2016-04-29,12315,2794,225,Friday
8053475328,2016-04-30,7135,2408,159,Saturday
8053475328,2016-05-01,1170,1886,51,Sunday
8053475328,2016-05-02,1969,1988,95,Monday
8053475328,2016-05-03,15484,3023,274,Tuesday
8053475328,2016-05-04,14581,2918,220,Wednesday
8053475328,2016-05-05,14990,2950,232,Thursday
8053475328,2016-05-06,13953,2859,195,Friday
8053475328,2016-05-07,19769,3331,289,Saturday
8053475328,2016-05-08,22026,3589,367,Sunday
8053475328,2016-05-09,12465,2765,226,Monday
8053475328,2016-05-10,14810,2926,221,Tuesday
8053475328,2016-05-11,12209,2809,251,Wednesday
8053475328,2016-05-12,4998,1505,71,Thursday
8253242879,2016-04-12,9033,2044,196,Tuesday
8253242879,2016-04-13,8053,1935,142,Wednesday
8253242879,2016-04-14,5234,1705,78,Thursday
8253242879,2016-04-15,2672,1632,105,Friday
8253242879,2016-04-16,9256,1880,172,Saturday
8253242879,2016-04-17,10204,2112,203,Sunday
8253242879,2016-04-18,5151,1829,162,Monday
8253242879,2016-04-19,4212,1763,164,Tuesday
8253242879,2016-04-20,6466,1931,239,Wednesday
8253242879,2016-04-21,11268,2218,241,Thursday
8253242879,2016-04-22,2824,1651,120,Friday
8253242879,2016-04-23,9282,2132,247,Saturday
8253242879,2016-04-24,8905,1976,127,Sunday
8253242879,2016-04-25,6829,1909,179,Monday
8253242879,2016-04-26,4562,1813,141,Tuesday
8253242879,2016-04-27,10232,2008,154,Wednesday
8253242879,2016-04-28,2718,1580,47,Thursday
8253242879,2016-04-29,6260,1854,166,Friday
8253242879,2016-04-30,0,0,0,Saturday
8378563200,2016-04-12,7626,3635,236,Tuesday
8378563200,2016-04-13,12386,4079,299,Wednesday
8378563200,2016-04-14,13318,4163,318,Thursday
8378563200,2016-04-15,14461,3666,273,Friday
8378563200,2016-04-16,11207,3363,227,Saturday
8378563200,2016-04-17,2132,2572,93,Sunday
8378563200,2016-04-18,13630,4157,301,Monday
8378563200,2016-04-19,13070,4092,293,Tuesday
8378563200,2016-04-20,9388,3787,259,Wednesday
8378563200,2016-04-21,15148,4236,298,Thursday
8378563200,2016-04-22,12200,4044,284,Friday
8378563200,2016-04-23,5709,2908,165,Saturday
8378563200,2016-04-24,3703,2741,135,Sunday
8378563200,2016-04-25,12405,4005,274,Monday
8378563200,2016-04-26,16208,3763,269,Tuesday
8378563200,2016-04-27,7359,3061,200,Wednesday
8378563200,2016-04-28,5417,2884,160,Thursday
8378563200,2016-04-29,6175,2982,182,Friday
8378563200,2016-04-30,2946,2660,121,Saturday
8378563200,2016-05-01,11419,3369,208,Sunday
8378563200,2016-05-02,6064,3491,209,Monday
8378563200,2016-05-03,8712,3784,286,Tuesday
8378563200,2016-05-04,7875,3110,196,Wednesday
8378563200,2016-05-05,8567,3783,283,Thursday
8378563200,2016-05-06,7045,3644,245,Friday
8378563200,2016-05-07,4468,2799,158,Saturday
8378563200,2016-05-08,2943,2685,139,Sunday
8378563200,2016-05-09,8382,3721,255,Monday
8378563200,2016-05-10,6582,3586,228,Tuesday
8378563200,2016-05-11,9143,3788,266,Wednesday
8378563200,2016-05-12,4561,1976,116,Thursday
8583815059,2016-04-12,5014,2650,203,Tuesday
8583815059,2016-04-13,5571,2654,188,Wednesday
8583815059,2016-04-14,3135,2443,134,Thursday
8583815059,2016-04-15,3430,2505,65,Friday
8583815059,2016-04-16,5319,2693,0,Saturday
8583815059,2016-04-17,3008,2439,0,Sunday
8583815059,2016-04-18,3864,2536,131,Monday
8583815059,2016-04-19,5697,2668,183,Tuesday
8583815059,2016-04-20,5273,2647,194,Wednesday
8583815059,2016-04-21,8538,2883,211,Thursday
8583815059,2016-04-22,8687,2944,270,Friday
8583815059,2016-04-23,9423,3012,289,Saturday
8583815059,2016-04-24,8286,2889,252,Sunday
8583815059,2016-04-25,4503,2547,146,Monday
8583815059,2016-04-26,10499,3093,306,Tuesday
8583815059,2016-04-27,12474,3142,211,Wednesday
8583815059,2016-04-28,6174,2757,231,Thursday
8583815059,2016-04-29,15168,3513,371,Friday
8583815059,2016-04-30,10085,3164,347,Saturday
8583815059,2016-05-01,4512,2596,129,Sunday
8583815059,2016-05-02,8469,2894,0,Monday
8583815059,2016-05-03,12015,3212,0,Tuesday
8583815059,2016-05-04,3588,2516,0,Wednesday
8583815059,2016-05-05,12427,3266,70,Thursday
8583815059,2016-05-06,5843,2683,190,Friday
8583815059,2016-05-07,6117,2810,250,Saturday
8583815059,2016-05-08,9217,2940,257,Sunday
8583815059,2016-05-09,9877,2947,180,Monday
8583815059,2016-05-10,8240,2846,214,Tuesday
8583815059,2016-05-11,8701,2804,253,Wednesday
8583815059,2016-05-12,0,0,0,Thursday
8792009665,2016-04-12,2564,2044,116,Tuesday
8792009665,2016-04-13,1320,1934,82,Wednesday
8792009665,2016-04-14,1219,1963,84,Thursday
8792009665,2016-04-15,2483,2009,126,Friday
8792009665,2016-04-16,244,1721,12,Saturday
8792009665,2016-04-17,0,1688,0,Sunday
8792009665,2016-04-18,0,1688,0,Monday
8792009665,2016-04-19,0,1688,0,Tuesday
8792009665,2016-04-20,3147,2188,149,Wednesday
8792009665,2016-04-21,144,1720,9,Thursday
8792009665,2016-04-22,4068,2419,216,Friday
8792009665,2016-04-23,5245,2748,285,Saturday
8792009665,2016-04-24,400,1799,30,Sunday
8792009665,2016-04-25,0,1688,0,Monday
8792009665,2016-04-26,1321,1928,80,Tuesday
8792009665,2016-04-27,1758,2067,112,Wednesday
8792009665,2016-04-28,6157,2780,310,Thursday
8792009665,2016-04-29,8360,3101,400,Friday
8792009665,2016-04-30,7174,2896,331,Saturday
8792009665,2016-05-01,1619,1962,79,Sunday
8792009665,2016-05-02,1831,2015,101,Monday
8792009665,2016-05-03,2421,2297,156,Tuesday
8792009665,2016-05-04,2283,2067,129,Wednesday
8792009665,2016-05-05,0,1688,0,Thursday
8792009665,2016-05-06,0,1688,0,Friday
8792009665,2016-05-07,0,1688,0,Saturday
8792009665,2016-05-08,0,1688,0,Sunday
8792009665,2016-05-09,0,1688,0,Monday
8792009665,2016-05-10,0,57,0,Tuesday
8877689391,2016-04-12,23186,3921,404,Tuesday
8877689391,2016-04-13,15337,3566,342,Wednesday
8877689391,2016-04-14,21129,3793,379,Thursday
8877689391,2016-04-15,13422,3934,388,Friday
8877689391,2016-04-16,29326,4547,552,Saturday
8877689391,2016-04-17,15118,3545,380,Sunday
8877689391,2016-04-18,11423,2761,225,Monday
8877689391,2016-04-19,18785,3676,309,Tuesday
8877689391,2016-04-20,19948,3679,317,Wednesday
8877689391,2016-04-21,19377,3659,321,Thursday
8877689391,2016-04-22,18258,3427,299,Friday
8877689391,2016-04-23,11200,3891,408,Saturday
8877689391,2016-04-24,16674,3455,292,Sunday
8877689391,2016-04-25,12986,3802,339,Monday
8877689391,2016-04-26,11101,2860,283,Tuesday
8877689391,2016-04-27,23629,3808,336,Wednesday
8877689391,2016-04-28,14890,3060,297,Thursday
8877689391,2016-04-29,9733,2698,233,Friday
8877689391,2016-04-30,27745,4398,351,Saturday
8877689391,2016-05-01,10930,2786,214,Sunday
8877689391,2016-05-02,4790,2189,105,Monday
8877689391,2016-05-03,10818,2817,251,Tuesday
8877689391,2016-05-04,18193,3477,286,Wednesday
8877689391,2016-05-05,14055,3052,270,Thursday
8877689391,2016-05-06,21727,4015,345,Friday
8877689391,2016-05-07,12332,4142,404,Saturday
8877689391,2016-05-08,10686,2847,266,Sunday
8877689391,2016-05-09,20226,3710,309,Monday
8877689391,2016-05-10,10733,2832,253,Tuesday
8877689391,2016-05-11,21420,3832,313,Wednesday
8877689391,2016-05-12,8064,1849,161,Thursday
