id,ActivityDate,TotalSteps,Calories,TotalActiveMinutes
6962181067,2016-05-03,12109,2072,324
6962181067,2016-05-04,10147,2086,335
6962181067,2016-05-05,10524,2066,341
6962181067,2016-05-06,5908,1850,299
6962181067,2016-05-07,6815,1947,328
6962181067,2016-05-08,4188,1659,165
6962181067,2016-05-09,12342,2105,295
6962181067,2016-05-10,15448,2361,371
6962181067,2016-05-11,6722,1855,230
6962181067,2016-05-12,3587,928,113
7007744171,2016-04-12,14172,2937,416
7007744171,2016-04-13,12862,2742,339
7007744171,2016-04-14,11179,2668,344
7007744171,2016-04-15,5273,2098,202
7007744171,2016-04-16,4631,2076,203
7007744171,2016-04-17,8059,2383,305
7007744171,2016-04-18,14816,2832,363
7007744171,2016-04-19,14194,2812,374
7007744171,2016-04-20,15566,3096,440
7007744171,2016-04-21,13744,2763,391
7007744171,2016-04-22,15299,2889,375
7007744171,2016-04-23,8093,2284,250
7007744171,2016-04-24,11085,2667,419
7007744171,2016-04-25,18229,3055,454
7007744171,2016-04-26,15090,2939,462
7007744171,2016-04-27,13541,2830,399
7007744171,2016-04-28,15128,2836,433
7007744171,2016-04-29,20067,3180,479
7007744171,2016-04-30,3761,2051,200
7007744171,2016-05-01,5600,2225,237
7007744171,2016-05-02,13041,2642,328
7007744171,2016-05-03,14510,2976,419
7007744171,2016-05-04,0,1557,0
7007744171,2016-05-05,15010,2933,393
7007744171,2016-05-06,11459,2553,304
7007744171,2016-05-07,0,120,0
7086361926,2016-04-12,11317,2772,218
7086361926,2016-04-13,5813,2516,212
7086361926,2016-04-14,9123,2734,256
7086361926,2016-04-15,8585,2395,190
7086361926,2016-04-16,31,1635,3
7086361926,2016-04-17,0,1629,0
7086361926,2016-04-18,9827,2743,226
7086361926,2016-04-19,10688,2944,260
7086361926,2016-04-20,14365,2997,245
7086361926,2016-04-21,9469,2463,231
7086361926,2016-04-22,9753,2846,270
7086361926,2016-04-23,2817,1965,90
7086361926,2016-04-24,3520,2049,125
7086361926,2016-04-25,10091,2752,237
7086361926,2016-04-26,10387,2781,235
7086361926,2016-04-27,11107,2693,206
7086361926,2016-04-28,11584,2862,263
7086361926,2016-04-29,7881,2616,242
7086361926,2016-04-30,14560,2995,367
7086361926,2016-05-01,12390,2730,303
7086361926,2016-05-02,10052,2754,231
7086361926,2016-05-03,10288,2754,245
7086361926,2016-05-04,10988,2655,192
7086361926,2016-05-05,8564,2386,187
7086361926,2016-05-06,12461,2924,273
7086361926,2016-05-07,12827,2739,271
7086361926,2016-05-08,10677,2534,206
7086361926,2016-05-09,13566,2960,288
7086361926,2016-05-10,14433,2800,201
7086361926,2016-05-11,9572,2735,225
7086361926,2016-05-12,3789,1199,67
8053475328,2016-04-12,18060,3186,247
8053475328,2016-04-13,16433,3140,263
8053475328,2016-04-14,20159,3411,317
8053475328,2016-04-15,20669,3410,298
8053475328,2016-04-16,14549,2867,185
8053475328,2016-04-17,18827,3213,327
8053475328,2016-04-18,17076,3133,303
8053475328,2016-04-19,15929,3114,288
8053475328,2016-04-20,15108,3043,252
8053475328,2016-04-21,16057,3103,276
8053475328,2016-04-22,10520,2655,180
8053475328,2016-04-23,22359,3554,362
8053475328,2016-04-24,22988,3577,344
8053475328,2016-04-25,20500,3403,336
8053475328,2016-04-26,12685,2846,258
8053475328,2016-04-27,12422,2852,253
8053475328,2016-04-28,15447,3062,252
8053475328,2016-04-29,12315,2794,225
8053475328,2016-04-30,7135,2408,159
8053475328,2016-05-01,1170,1886,51
8053475328,2016-05-02,1969,1988,95
8053475328,2016-05-03,15484,3023,274
8053475328,2016-05-04,14581,2918,220
8053475328,2016-05-05,14990,2950,232
8053475328,2016-05-06,13953,2859,195
8053475328,2016-05-07,19769,3331,289
8053475328,2016-05-08,22026,3589,367
8053475328,2016-05-09,12465,2765,226
8053475328,2016-05-10,14810,2926,221
8053475328,2016-05-11,12209,2809,251
8053475328,2016-05-12,4998,1505,71
8253242879,2016-04-12,9033,2044,196
8253242879,2016-04-13,8053,1935,142
8253242879,2016-04-14,5234,1705,78
8253242879,2016-04-15,2672,1632,105
8253242879,2016-04-16,9256,1880,172
8253242879,2016-04-17,10204,2112,203
8253242879,2016-04-18,5151,1829,162
8253242879,2016-04-19,4212,1763,164
8253242879,2016-04-20,6466,1931,239
8253242879,2016-04-21,11268,2218,241
8253242879,2016-04-22,2824,1651,120
8253242879,2016-04-23,9282,2132,247
8253242879,2016-04-24,8905,1976,127
8253242879,2016-04-25,6829,1909,179
8253242879,2016-04-26,4562,1813,141
8253242879,2016-04-27,10232,2008,154
8253242879,2016-04-28,2718,1580,47
8253242879,2016-04-29,6260,1854,166
8253242879,2016-04-30,0,0,0
8378563200,2016-04-12,7626,3635,236
8378563200,2016-04-13,12386,4079,299
8378563200,2016-04-14,13318,4163,318
8378563200,2016-04-15,14461,3666,273
8378563200,2016-04-16,11207,3363,227
8378563200,2016-04-17,2132,2572,93
8378563200,2016-04-18,13630,4157,301
8378563200,2016-04-19,13070,4092,293
8378563200,2016-04-20,9388,3787,259
8378563200,2016-04-21,15148,4236,298
8378563200,2016-04-22,12200,4044,284
8378563200,2016-04-23,5709,2908,165
8378563200,2016-04-24,3703,2741,135
8378563200,2016-04-25,12405,4005,274
8378563200,2016-04-26,16208,3763,269
8378563200,2016-04-27,7359,3061,200
8378563200,2016-04-28,5417,2884,160
8378563200,2016-04-29,6175,2982,182
8378563200,2016-04-30,2946,2660,121
8378563200,2016-05-01,11419,3369,208
8378563200,2016-05-02,6064,3491,209
8378563200,2016-05-03,8712,3784,286
8378563200,2016-05-04,7875,3110,196
8378563200,2016-05-05,8567,3783,283
8378563200,2016-05-06,7045,3644,245
8378563200,2016-05-07,4468,2799,158
8378563200,2016-05-08,2943,2685,139
8378563200,2016-05-09,8382,3721,255
8378563200,2016-05-10,6582,3586,228
8378563200,2016-05-11,9143,3788,266
8378563200,2016-05-12,4561,1976,116
8583815059,2016-04-12,5014,2650,203
8583815059,2016-04-13,5571,2654,188
8583815059,2016-04-14,3135,2443,134
8583815059,2016-04-15,3430,2505,65
8583815059,2016-04-16,5319,2693,0
8583815059,2016-04-17,3008,2439,0
8583815059,2016-04-18,3864,2536,131
8583815059,2016-04-19,5697,2668,183
8583815059,2016-04-20,5273,2647,194
8583815059,2016-04-21,8538,2883,211
8583815059,2016-04-22,8687,2944,270
8583815059,2016-04-23,9423,3012,289
8583815059,2016-04-24,8286,2889,252
8583815059,2016-04-25,4503,2547,146
8583815059,2016-04-26,10499,3093,306
8583815059,2016-04-27,12474,3142,211
8583815059,2016-04-28,6174,2757,231
8583815059,2016-04-29,15168,3513,371
8583815059,2016-04-30,10085,3164,347
8583815059,2016-05-01,4512,2596,129
8583815059,2016-05-02,8469,2894,0
8583815059,2016-05-03,12015,3212,0
8583815059,2016-05-04,3588,2516,0
8583815059,2016-05-05,12427,3266,70
8583815059,2016-05-06,5843,2683,190
8583815059,2016-05-07,6117,2810,250
8583815059,2016-05-08,9217,2940,257
8583815059,2016-05-09,9877,2947,180
8583815059,2016-05-10,8240,2846,214
8583815059,2016-05-11,8701,2804,253
8583815059,2016-05-12,0,0,0
8792009665,2016-04-12,2564,2044,116
8792009665,2016-04-13,1320,1934,82
8792009665,2016-04-14,1219,1963,84
8792009665,2016-04-15,2483,2009,126
8792009665,2016-04-16,244,1721,12
8792009665,2016-04-17,0,1688,0
8792009665,2016-04-18,0,1688,0
8792009665,2016-04-19,0,1688,0
8792009665,2016-04-20,3147,2188,149
8792009665,2016-04-21,144,1720,9
8792009665,2016-04-22,4068,2419,216
8792009665,2016-04-23,5245,2748,285
8792009665,2016-04-24,400,1799,30
8792009665,2016-04-25,0,1688,0
8792009665,2016-04-26,1321,1928,80
8792009665,2016-04-27,1758,2067,112
8792009665,2016-04-28,6157,2780,310
8792009665,2016-04-29,8360,3101,400
8792009665,2016-04-30,7174,2896,331
8792009665,2016-05-01,1619,1962,79
8792009665,2016-05-02,1831,2015,101
8792009665,2016-05-03,2421,2297,156
8792009665,2016-05-04,2283,2067,129
8792009665,2016-05-05,0,1688,0
8792009665,2016-05-06,0,1688,0
8792009665,2016-05-07,0,1688,0
8792009665,2016-05-08,0,1688,0
8792009665,2016-05-09,0,1688,0
8792009665,2016-05-10,0,57,0
8877689391,2016-04-12,23186,3921,404
8877689391,2016-04-13,15337,3566,342
8877689391,2016-04-14,21129,3793,379
8877689391,2016-04-15,13422,3934,388
8877689391,2016-04-16,29326,4547,552
8877689391,2016-04-17,15118,3545,380
8877689391,2016-04-18,11423,2761,225
8877689391,2016-04-19,18785,3676,309
8877689391,2016-04-20,19948,3679,317
8877689391,2016-04-21,19377,3659,321
8877689391,2016-04-22,18258,3427,299
8877689391,2016-04-23,11200,3891,408
8877689391,2016-04-24,16674,3455,292
8877689391,2016-04-25,12986,3802,339
8877689391,2016-04-26,11101,2860,283
8877689391,2016-04-27,23629,3808,336
8877689391,2016-04-28,14890,3060,297
8877689391,2016-04-29,9733,2698,233
8877689391,2016-04-30,27745,4398,351
8877689391,2016-05-01,10930,2786,214
8877689391,2016-05-02,4790,2189,105
8877689391,2016-05-03,10818,2817,251
8877689391,2016-05-04,18193,3477,286
8877689391,2016-05-05,14055,3052,270
8877689391,2016-05-06,21727,4015,345
8877689391,2016-05-07,12332,4142,404
8877689391,2016-05-08,10686,2847,266
8877689391,2016-05-09,20226,3710,309
8877689391,2016-05-10,10733,2832,253
8877689391,2016-05-11,21420,3832,313
8877689391,2016-05-12,8064,1849,161
